Article,Size,From,To,Reason,Qty
59/519PNE,39,RM,AR,Top-up to target,1
59/519PNE,36,RM,EU,Top-up to target,1
59/519PNE,36,TV,EU,Fill required run,1
59/519PNE,37,TV,EU,Top-up to target,1
59/519PNE,40,TV,EU,Top-up to target,1
59/519PNE,35,VR,EU,Top-up to target,1
59/519PNE,38,VR,RM,Top-up to target,1
59/5223PNE,37,ME2,EU,Top-up to target,1
59/53152NE,38,M4,BO,Top-up to target,1
59/5371PNE,37,AR,MI,Fallback to outlet (unfillable run),1
59/5371PNE,38,AR,MI,Fallback to outlet (unfillable run),1
59/5371PNE,40,CA,BS,Fill required run,1
59/5371PNE,36,CO,BS,Fill required run,1
59/5371PNE,35,CO,MI,Fallback to outlet (unfillable run),1
59/5371PNE,37,CO,MI,Fallback to outlet (unfillable run),1
59/5371PNE,38,CO,MI,Fallback to outlet (unfillable run),1
59/5371PNE,39,CO,MI,Fallback to outlet (unfillable run),1
59/5371PNE,37,LN,NV,Fill required run,1
59/5371PNE,39,LN,NV,Fill required run,1
59/5371PNE,38,LN,OR,Fill required run,1
59/5371PNE,39,ME2,EU,Top-up to target,1
59/5371PNE,38,MI,EU,Top-up to target,1
59/5371PNE,38,NV,PM,Fill required run,1
59/5371PNE,39,NV,PM,Fill required run,1
59/5371PNE,39,PD,BS,Fill required run,1
59/5371PNE,36,PD,EU,Top-up to target,1
59/5371PNE,37,PD,EU,Top-up to target,1
59/5371PNE,40,PD,EU,Top-up to target,1
59/5371PNE,36,RI,BO,Fill required run,1
59/5371PNE,37,TV,BS,Fill required run,1
59/5371PNE,38,TV,NV,Fill required run,1
59/5371PNE,36,VR,RM,Fill required run,1
59/5401CTM,37,OR,AR,Top-up to target,1
59/5401CTM,38,OR,AR,Top-up to target,1
59/5401CTM,39,OR,AR,Top-up to target,1
59/541796CT,36,AU,BS,Top-up to target,1
59/541796CT,38,AU,NV,Top-up to target,1
59/541796CT,37,AU,TV,Top-up to target,1
59/541796CT,37,M4,BS,Top-up to target,1
59/541796CT,39,M4,BS,Fill required run,1
59/541796CT,38,MC,BS,Top-up to target,1
59/541796CT,39,MC,BS,Top-up to target,1
59/541796CT,37,MC,NV,Top-up to target,1
59/541796CT,40,MI,BS,Top-up to target,1
59/541796CT,41,SM,BS,Top-up to target,1
59/541796PN,36,TV,CO,Fill required run,1
59/541796PN,37,TV,CO,Fill required run,1
59/541796PN,38,TV,CO,Fill required run,1
59/5540CCTM,38,AU,BO,Top-up to target,1
59/5540CCTM,39,AU,RI,Top-up to target,1
59/5540CCTM,38,MC,RI,Top-up to target,1
59/5540CCTM,39,MC,VR,Top-up to target,1
59/5561CTM,38,AR,CO,Fill required run,1
59/5561CTM,39,AR,CO,Fill required run,1
59/5561CTM,37,BO,RI,Fill required run,1
59/5561CTM,38,BO,RI,Fill required run,1
59/5561CTM,39,BO,RI,Fill required run,1
59/5561CTM,36,BS,BO,Fill required run,1
59/5561CTM,37,BS,BO,Fill required run,1
59/5561CTM,39,BS,BO,Fill required run,1
59/5561CTM,38,CO,BO,Fill required run,1
59/5561CTM,36,CO,BS,Fill required run,1
59/5561CTM,37,CO,BS,Fill required run,1
59/5561CTM,38,CO,BS,Fill required run,1
59/5561CTM,39,CO,BS,Fill required run,1
59/5561CTM,38,EU,CO,Top-up to target,1
59/5561CTM,39,EU,CO,Top-up to target,1
59/5561CTM,36,EU,RM,Fill required run,1
59/5561CTM,37,EU,RM,Fill required run,1
59/5561CTM,38,NV,EU,Top-up to target,1
59/5561CTM,39,OR,EU,Top-up to target,1
59/5561CTM,38,OR,RM,Top-up to target,1
59/5561CTM,36,RM,CO,Fill required run,1
59/5561CTM,37,RM,CO,Fill required run,1
59/5561CTM,38,RM,SC,Fallback to outlet (unfillable run),2
59/5561PNE,36,AR,BO,Fill required run,1
59/5561PNE,36,BO,CO,Fill required run,1
59/5561PNE,38,BO,CO,Top-up to target,1
59/5561PNE,38,BO,RI,Top-up to target,1
59/5561PNE,39,BO,RI,Top-up to target,1
59/5561PNE,40,BO,VR,Top-up to target,1
59/5561PNE,39,BS,VR,Top-up to target,1
59/5561PNE,36,CA,EU,Top-up to target,1
59/5561PNE,37,CA,ME2,Fill required run,1
59/5561PNE,38,CA,ME2,Fill required run,1
59/5561PNE,39,CA,ME2,Fill required run,1
59/5561PNE,36,CO,BS,Fill required run,1
59/5561PNE,39,CO,OR,Fill required run,1
59/5561PNE,38,CO,VR,Top-up to target,1
59/5561PNE,40,EU,PD,Top-up to target,1
59/5561PNE,36,EU,RM,Fill required run,1
59/5561PNE,36,EU,RM,Top-up to target,1
59/5561PNE,38,EU,SC,Fallback to outlet (unfillable run),1
59/5561PNE,37,LN,PD,Fill required run,1
59/5561PNE,38,LN,PD,Fill required run,1
59/5561PNE,38,NV,OR,Fill required run,1
59/5561PNE,37,OR,RI,Fill required run,1
59/5561PNE,39,OR,RI,Fill required run,1
59/5561PNE,37,PD,CA,Fill required run,1
59/5561PNE,38,PD,CA,Top-up to target,1
59/5561PNE,39,PD,CA,Top-up to target,1
59/5561PNE,38,PD,SC,Fallback to outlet (unfillable run),1
59/5561PNE,40,PD,SC,Fallback to outlet (unfillable run),1
59/5561PNE,40,PM,EU,Top-up to target,1
59/5561PNE,39,PM,RM,Top-up to target,1
59/5561PNE,38,RI,BO,Top-up to target,1
59/5561PNE,39,RI,BO,Top-up to target,1
59/5561PNE,37,RI,LN,Fill required run,1
59/5561PNE,38,RI,LN,Fill required run,1
59/5561PNE,39,RI,LN,Fill required run,1
59/5561PNE,38,RI,PD,Top-up to target,1
59/5561PNE,40,RI,RM,Top-up to target,1
59/5561PNE,36,RM,AR,Fill required run,1
59/5561PNE,36,RM,AR,Top-up to target,1
59/5561PNE,40,RM,BO,Top-up to target,1
59/5561PNE,39,RM,PD,Top-up to target,1
59/5561PNE,38,RM,SC,Fallback to outlet (unfillable run),3
59/5561PNE,38,SC,EU,Top-up to target,1
59/5561PNE,39,SC,EU,Top-up to target,1
59/5561PNE,38,TV,RM,Top-up to target,1
59/5561PNE,38,VR,NV,Top-up to target,1
59/5561PNE,39,VR,NV,Top-up to target,1
59/600PNE,38,MC,BO,Top-up to target,1
59/600PNE,39,MC,BO,Top-up to target,1
59/600PNE,40,MC,BO,Fill required run,1
59/600PRO,38,SC,BS,Top-up to target,1
59/600PRO,39,SC,BS,Top-up to target,1
59/6192CNE,37,AR,MI,Fallback to outlet (unfillable run),1
59/6192CNE,38,AR,MI,Fallback to outlet (unfillable run),1
59/6192CNE,39,AR,MI,Fallback to outlet (unfillable run),2
59/6192CNE,36,AR,RM,Top-up to target,1
59/6192CNE,38,BO,MI,Fallback to outlet (unfillable run),1
59/6192CNE,39,BO,MI,Fallback to outlet (unfillable run),1
59/6192CNE,37,BS,MI,Fallback to outlet (unfillable run),1
59/6192CNE,38,BS,MI,Fallback to outlet (unfillable run),1
59/6192CNE,39,BS,MI,Fallback to outlet (unfillable run),1
59/6192CNE,37,CA,TV,Fill required run,1
59/6192CNE,38,CA,TV,Fill required run,1
59/6192CNE,38,CO,MI,Fallback to outlet (unfillable run),1
59/6192CNE,39,CO,MI,Fallback to outlet (unfillable run),1
59/6192CNE,37,EU,MI,Fallback to outlet (unfillable run),1
59/6192CNE,38,EU,MI,Fallback to outlet (unfillable run),1
59/6192CNE,39,EU,MI,Fallback to outlet (unfillable run),1
59/6192CNE,37,LN,CA,Fill required run,1
59/6192CNE,38,LN,CA,Fill required run,1
59/6192CNE,38,ME2,RI,Fill required run,1
59/6192CNE,37,NV,MI,Fallback to outlet (unfillable run),1
59/6192CNE,40,NV,MI,Fallback to outlet (unfillable run),1
59/6192CNE,37,NV,OR,Fill required run,1
59/6192CNE,39,NV,TV,Fill required run,1
59/6192CNE,37,OR,LN,Fill required run,1
59/6192CNE,39,OR,LN,Fill required run,1
59/6192CNE,36,PM,AR,Fill required run,1
59/6192CNE,38,PM,LN,Fill required run,1
59/6192CNE,40,PM,MI,Fallback to outlet (unfillable run),1
59/6192CNE,39,PM,RI,Fill required run,1
59/6192CNE,37,RI,NV,Top-up to target,1
59/6192CNE,39,RI,OR,Fill required run,1
59/6192CNE,37,TV,PD,Fill required run,1
59/6192CNE,39,TV,PD,Fill required run,1
59/6192CNE,39,VR,CA,Fill required run,1
59/6192CNE,40,VR,MI,Fallback to outlet (unfillable run),1
59/6192CNE,37,VR,RI,Fill required run,1
59/6192CTM,40,AR,BS,Top-up to target,1
59/6192CTM,41,AR,BS,Top-up to target,1
59/6192CTM,36,AR,EU,Fill required run,1
59/6192CTM,36,AR,RM,Fill required run,1
59/6192CTM,38,AR,RM,Fill required run,1
59/6192CTM,36,BO,RI,Top-up to target,1
59/6192CTM,37,BO,RI,Fill required run,1
59/6192CTM,38,BO,RI,Top-up to target,1
59/6192CTM,39,BO,RI,Top-up to target,1
59/6192CTM,36,BS,CO,Fill required run,1
59/6192CTM,37,BS,CO,Fill required run,1
59/6192CTM,38,BS,CO,Fill required run,1
59/6192CTM,39,BS,CO,Fill required run,1
59/6192CTM,40,BS,CO,Fill required run,1
59/6192CTM,37,BS,RI,Top-up to target,1
59/6192CTM,40,BS,RI,Top-up to target,1
59/6192CTM,41,BS,RI,Top-up to target,1
59/6192CTM,36,CO,BO,Fill required run,1
59/6192CTM,37,CO,BO,Fill required run,1
59/6192CTM,38,CO,BO,Fill required run,1
59/6192CTM,40,CO,BO,Fill required run,1
59/6192CTM,36,EU,AR,Top-up to target,1
59/6192CTM,36,EU,BS,Fill required run,1
59/6192CTM,36,EU,BS,Top-up to target,1
59/6192CTM,38,EU,BS,Top-up to target,1
59/6192CTM,39,NV,LN,Fill required run,1
59/6192CTM,37,NV,VR,Fill required run,1
59/6192CTM,38,NV,VR,Fill required run,1
59/6192CTM,37,OR,NV,Fill required run,1
59/6192CTM,38,OR,NV,Fill required run,1
59/6192CTM,36,PM,AR,Fill required run,1
59/6192CTM,37,PM,AR,Top-up to target,1
59/6192CTM,38,PM,AR,Fill required run,1
59/6192CTM,39,PM,BS,Top-up to target,1
59/6192CTM,39,RI,NV,Fill required run,1
59/6192CTM,37,RI,OR,Fill required run,1
59/6192CTM,38,RI,OR,Fill required run,1
59/6192CTM,39,RI,OR,Fill required run,1
59/6192CTM,37,RI,VR,Top-up to target,1
59/6192CTM,38,RM,BS,Fill required run,1
59/6192CTM,36,RM,EU,Top-up to target,1
59/6192CTM,37,VR,BS,Top-up to target,1
59/6192CTM,37,VR,LN,Fill required run,1
59/6192CTM,38,VR,LN,Fill required run,1
59/6192CTM,37,VR,RM,Fill required run,1
59/6192PNE,36,AR,RM,Fill required run,1
59/6192PNE,37,BS,PD,Top-up to target,1
59/6192PNE,38,BS,VR,Fill required run,1
59/6192PNE,39,CA,AR,Fill required run,1
59/6192PNE,38,M4,AR,Fill required run,1
59/6192PNE,37,ME2,PD,Fill required run,1
59/6192PNE,38,ME2,PD,Top-up to target,1
59/6192PNE,37,NV,AR,Fill required run,1
59/6192PNE,40,NV,BS,Fill required run,1
59/6192PNE,39,NV,ME2,Fill required run,1
59/6192PNE,37,OR,BS,Fill required run,1
59/6192PNE,38,OR,BS,Fill required run,1
59/6192PNE,40,PD,RM,Fill required run,1
59/6192PNE,37,RI,VR,Fill required run,1
59/6192PNE,36,RM,AR,Fill required run,1
59/6192PNE,36,RM,BS,Fill required run,1
59/6192PNE,40,TV,AR,Fill required run,1
59/6192PNE,39,TV,BS,Fill required run,1
59/6192PNE,37,VR,ME2,Fill required run,1
59/6192PNE,38,VR,ME2,Fill required run,1
59/619PNE,36,AR,EU,Fill required run,1
59/619PNE,37,RM,EU,Fill required run,1
59/619PNE,39,RM,EU,Fill required run,1
59/621853CT,36,CA,RM,Top-up to target,1
59/621853CT,38,M4,CO,Top-up to target,1
59/621853CT,38,M4,NV,Top-up to target,1
59/621853CT,40,M4,NV,Top-up to target,1
59/621853CT,37,M4,RM,Top-up to target,1
59/621853CT,38,M4,WEB,Fill required run,1
59/621853CT,38,M4,WEB,Top-up to target,1
59/621853CT,37,MC,NV,Top-up to target,1
59/621853CT,39,MC,NV,Top-up to target,1
59/621853CT,36,ME2,CO,Top-up to target,1
59/621853CT,41,SC,NV,Top-up to target,1
59/621853CT,37,SD,CO,Top-up to target,1
59/621853CT,39,SD,CO,Top-up to target,1
59/6371NE,36,AR,CO,Fill required run,1
59/6371NE,36,AR,EU,Top-up to target,1
59/6371NE,40,AR,NV,Top-up to target,1
59/6371NE,35,AR,RM,Top-up to target,1
59/6371NE,41,AR,RM,Top-up to target,1
59/6371NE,37,AR,SM,Fallback to outlet (unfillable run),2
59/6371NE,38,AR,SM,Fallback to outlet (unfillable run),1
59/6371NE,37,AU,AR,Top-up to target,1
59/6371NE,39,AU,AR,Top-up to target,1
59/6371NE,38,CA,RM,Top-up to target,1
59/6371NE,39,CA,RM,Top-up to target,1
59/6371NE,37,LN,PM,Fill required run,1
59/6371NE,37,LN,PM,Top-up to target,1
59/6371NE,38,LN,PM,Top-up to target,1
59/6371NE,39,LN,PM,Fill required run,1
59/6371NE,38,MC,AR,Top-up to target,1
59/6371NE,37,MC,RM,Top-up to target,1
59/6371NE,38,ME2,EU,Top-up to target,1
59/6371NE,37,NV,VR,Top-up to target,1
59/6371NE,38,NV,VR,Fill required run,1
59/6371NE,38,NV,VR,Top-up to target,1
59/6371NE,39,NV,VR,Fill required run,1
59/6371NE,39,NV,VR,Top-up to target,1
59/6371NE,40,NV,VR,Top-up to target,1
59/6371NE,39,OR,NV,Fill required run,1
59/6371NE,40,OR,RM,Top-up to target,1
59/6371NE,35,PD,AR,Top-up to target,1
59/6371NE,40,PD,AR,Top-up to target,1
59/6371NE,41,PD,AR,Top-up to target,1
59/6371NE,37,PD,CO,Top-up to target,1
59/6371NE,38,PD,CO,Top-up to target,1
59/6371NE,39,PD,EU,Top-up to target,1
59/6371NE,36,PM,AR,Top-up to target,1
59/6371NE,37,PM,BO,Top-up to target,1
59/6371NE,39,PM,CO,Top-up to target,1
59/6371NE,37,PM,SM,Fallback to outlet (unfillable run),1
59/6371NE,37,PM,TV,Fill required run,1
59/6371NE,38,PM,TV,Fill required run,1
59/6371NE,39,PM,TV,Fill required run,1
59/6371NE,40,RI,EU,Top-up to target,1
59/6371NE,37,RI,LN,Fill required run,1
59/6371NE,37,RI,LN,Top-up to target,1
59/6371NE,38,RI,LN,Fill required run,1
59/6371NE,38,RI,LN,Top-up to target,1
59/6371NE,39,RI,LN,Fill required run,1
59/6371NE,37,RI,NV,Top-up to target,1
59/6371NE,36,RI,RM,Fill required run,1
59/6371NE,36,RM,BO,Top-up to target,1
59/6371NE,36,RM,CO,Top-up to target,1
59/6371NE,35,RM,EU,Top-up to target,1
59/6371NE,41,RM,EU,Top-up to target,1
59/6371NE,37,RM,SM,Fallback to outlet (unfillable run),3
59/6371NE,38,RM,SM,Fallback to outlet (unfillable run),2
59/6371NE,40,SM,AR,Fill required run,1
59/6371NE,37,SM,EU,Top-up to target,1
59/6371NE,39,VR,LN,Top-up to target,1
59/6371NE,38,VR,NV,Top-up to target,1
59/6371NE,39,VR,NV,Top-up to target,1
59/6371NE,37,VR,RI,Fill required run,1
59/6371NE,37,VR,RI,Top-up to target,1
59/6371NE,38,VR,RI,Top-up to target,1
59/6371NE,39,VR,RI,Top-up to target,1
59/6371NE,40,VR,RI,Top-up to target,1
59/6371NE,36,VR,RM,Top-up to target,1
59/6371TM,36,AR,RM,Fill required run,1
59/6371TM,40,AR,RM,Fill required run,1
59/6371TM,40,AR,RM,Top-up to target,1
59/6371TM,41,AR,VR,Top-up to target,1
59/6371TM,37,LN,AR,Top-up to target,1
59/6371TM,38,LN,RM,Top-up to target,1
59/6371TM,40,NV,AR,Top-up to target,1
59/6371TM,37,OR,RM,Top-up to target,1
59/6371TM,39,OR,RM,Top-up to target,1
59/6371TM,36,PM,AR,Fill required run,1
59/6371TM,37,PM,AR,Fill required run,1
59/6371TM,38,PM,AR,Top-up to target,1
59/6371TM,39,PM,AR,Top-up to target,1
59/6371TM,40,PM,AR,Fill required run,1
59/6371TM,37,RI,LN,Fill required run,1
59/6371TM,38,RI,LN,Fill required run,1
59/6371TM,41,RM,AR,Top-up to target,1
59/6371TM,36,RM,EU,Fill required run,1
59/6371TM,40,RM,EU,Fill required run,1
59/6371TM,37,RM,VR,Fill required run,1
59/6371TM,37,RM,VR,Top-up to target,1
59/6371TM,38,RM,VR,Fill required run,1
59/6371TM,38,RM,VR,Top-up to target,1
59/6371TM,39,RM,VR,Top-up to target,1
59/6371TM,37,VR,LN,Top-up to target,1
59/6371TM,38,VR,LN,Top-up to target,1
59/6371TM,37,VR,RI,Fill required run,1
59/6371TM,38,VR,RI,Fill required run,1
59/6371TM,39,VR,RI,Fill required run,1
59/6413PNE,37,BO,EU,Top-up to target,1
59/6413PNE,38,BO,EU,Top-up to target,1
59/6413PNE,37,BS,RM,Top-up to target,1
59/6413PNE,38,BS,RM,Top-up to target,1
59/6413PNE,39,CO,RM,Top-up to target,1
59/6413PNE,37,EU,OR,Top-up to target,1
59/6413PNE,39,EU,RI,Fill required run,1
59/6413PNE,36,EU,RM,Fill required run,1
59/6413PNE,40,EU,RM,Fill required run,1
59/6413PNE,37,EU,VR,Fill required run,1
59/6413PNE,38,EU,VR,Fill required run,1
59/6413PNE,39,EU,VR,Fill required run,1
59/6413PNE,37,OR,RM,Fill required run,1
59/6413PNE,38,OR,RM,Fill required run,1
59/6413PNE,39,OR,RM,Fill required run,1
59/6413PNE,37,RI,OR,Fill required run,1
59/6413PNE,38,RI,OR,Fill required run,1
59/6413PNE,36,RM,EU,Fill required run,1
59/6413PNE,39,RM,EU,Top-up to target,1
59/6413PNE,40,RM,EU,Fill required run,1
59/6413PNE,39,RM,OR,Fill required run,1
59/6413PNE,37,VR,RI,Fill required run,1
59/6413PNE,38,VR,RI,Fill required run,1
59/669866NB,37,SM,CA,Top-up to target,1
59/669922BF,36,CA,CO,Top-up to target,1
59/669922BF,37,CA,CO,Top-up to target,1
59/669922BF,38,CA,CO,Top-up to target,1
59/669922BF,39,CA,CO,Top-up to target,1
59/670033LE,39,AU,CO,Top-up to target,1
59/670033LE,41,AU,CO,Top-up to target,1
59/670033LE,38,CA,MI,Fallback to outlet (unfillable run),1
59/670033LE,39,MI,CA,Top-up to target,1
59/670033LE,37,SM,CO,Top-up to target,1
59/670033LE,38,SM,CO,Top-up to target,1
59/6762PNE,39,LN,TV,Fill required run,1
59/678711FT,39,CA,ME2,Fill required run,1
59/678711FT,37,CA,SM,Fallback to outlet (unfillable run),1
59/678711FT,37,MI,CA,Fill required run,1
59/678711FT,38,MI,CA,Fill required run,1
59/678711FT,37,SC,ME2,Fill required run,1
59/678711FT,38,SC,ME2,Fill required run,1
59/678711FT,39,SM,CA,Fill required run,1
59/680144BE,36,ME2,CO,Fill required run,1
59/680144BE,37,ME2,CO,Fill required run,1
59/680144BE,38,ME2,SM,Fallback to outlet (unfillable run),1
59/680144BE,39,ME2,SM,Fallback to outlet (unfillable run),1
59/680144BE,38,SM,CO,Fill required run,1
59/680144BE,39,SM,CO,Fill required run,1
59/682622BE,37,AU,CO,Fill required run,1
59/682622BE,37,AU,CO,Top-up to target,1
59/682622BE,38,AU,CO,Fill required run,1
59/682622BE,38,AU,CO,Top-up to target,1
59/682622BE,39,AU,CO,Fill required run,1
59/682622BE,39,AU,CO,Top-up to target,1
59/682622BE,40,AU,CO,Top-up to target,1
59/682622BE,38,AU,ME2,Top-up to target,1
59/682622BE,41,AU,ME2,Top-up to target,1
59/682800NE,36,CA,SC,Fallback to outlet (unfillable run),1
59/682800NE,38,CA,SC,Fallback to outlet (unfillable run),1
59/687PBO,40,NV,RM,Top-up to target,1
59/687PBO,37,PM,RM,Top-up to target,1
59/687PBO,38,PM,RM,Top-up to target,1
59/687PBO,39,PM,RM,Top-up to target,1
59/687PBO,37,RM,AR,Top-up to target,1
59/687PBO,37,RM,EU,Top-up to target,1
59/687PBO,38,RM,EU,Top-up to target,1
59/687PBO,39,RM,EU,Top-up to target,1
59/687PBO,40,RM,EU,Top-up to target,1
59/687PNE,37,AR,MC,Fallback to outlet (unfillable run),2
59/687PNE,38,AR,MC,Fallback to outlet (unfillable run),2
59/687PNE,39,AR,MC,Fallback to outlet (unfillable run),1
59/687PNE,36,AR,RM,Fill required run,1
59/687PNE,37,AU,AR,Top-up to target,1
59/687PNE,38,AU,EU,Top-up to target,1
59/687PNE,39,AU,EU,Top-up to target,1
59/687PNE,40,AU,EU,Top-up to target,1
59/687PNE,37,CA,TV,Fill required run,1
59/687PNE,38,CA,TV,Fill required run,1
59/687PNE,39,LN,PD,Fill required run,1
59/687PNE,37,LN,PM,Fill required run,1
59/687PNE,37,LN,PM,Top-up to target,1
59/687PNE,38,LN,PM,Fill required run,1
59/687PNE,38,LN,PM,Top-up to target,1
59/687PNE,39,MC,AR,Top-up to target,1
59/687PNE,37,MC,BO,Top-up to target,1
59/687PNE,38,MC,RM,Top-up to target,1
59/687PNE,40,MC,RM,Top-up to target,1
59/687PNE,38,ME2,BO,Top-up to target,1
59/687PNE,40,ME2,BO,Top-up to target,1
59/687PNE,39,ME2,RM,Top-up to target,1
59/687PNE,36,MI,EU,Top-up to target,1
59/687PNE,37,NV,RI,Fill required run,1
59/687PNE,38,NV,RI,Fill required run,1
59/687PNE,37,OR,NV,Fill required run,1
59/687PNE,38,OR,NV,Fill required run,1
59/687PNE,39,OR,NV,Fill required run,1
59/687PNE,37,OR,RI,Top-up to target,1
59/687PNE,38,OR,RI,Top-up to target,1
59/687PNE,39,OR,RI,Top-up to target,1
59/687PNE,39,PD,BO,Top-up to target,1
59/687PNE,37,PD,CA,Fill required run,1
59/687PNE,38,PD,CA,Fill required run,1
59/687PNE,39,PD,CA,Fill required run,1
59/687PNE,37,PD,CO,Top-up to target,1
59/687PNE,40,PD,MC,Fallback to outlet (unfillable run),1
59/687PNE,39,PD,TV,Fill required run,1
59/687PNE,38,PM,CO,Top-up to target,1
59/687PNE,37,PM,PD,Fill required run,1
59/687PNE,37,PM,PD,Top-up to target,1
59/687PNE,38,PM,PD,Top-up to target,1
59/687PNE,39,PM,PD,Top-up to target,1
59/687PNE,37,RI,BS,Top-up to target,1
59/687PNE,38,RI,BS,Top-up to target,1
59/687PNE,38,RI,OR,Fill required run,1
59/687PNE,37,RI,VR,Top-up to target,1
59/687PNE,38,RI,VR,Top-up to target,1
59/687PNE,39,RI,VR,Fill required run,1
59/687PNE,39,RI,VR,Top-up to target,1
59/687PNE,40,RI,VR,Top-up to target,1
59/687PNE,36,RM,AR,Fill required run,1
59/687PNE,36,RM,BO,Top-up to target,1
59/687PNE,38,RM,MC,Fallback to outlet (unfillable run),1
59/687PNE,39,RM,MC,Fallback to outlet (unfillable run),1
59/687PNE,37,RM,OR,Fill required run,1
59/687PNE,37,RM,OR,Top-up to target,1
59/687PNE,38,RM,OR,Top-up to target,1
59/687PNE,39,RM,OR,Top-up to target,1
59/687PNE,40,RM,OR,Top-up to target,1
59/687PNE,38,SC,AR,Top-up to target,1
59/687PNE,39,SC,AR,Fill required run,1
59/687PNE,40,SC,AR,Top-up to target,1
59/687PNE,37,SC,RM,Top-up to target,1
59/687PNE,37,SD,EU,Top-up to target,1
59/687PNE,38,SM,RM,Fill required run,1
59/687PNE,37,VR,BS,Fill required run,1
59/687PNE,39,VR,CO,Top-up to target,1
59/687PNE,40,VR,CO,Top-up to target,1
59/687PNE,37,VR,LN,Fill required run,1
59/687PNE,37,VR,LN,Top-up to target,1
59/687PNE,38,VR,LN,Top-up to target,1
59/687PNE,39,VR,LN,Top-up to target,1
59/687PNE,40,VR,LN,Top-up to target,1
59/687PTM,36,AR,CO,Fill required run,1
59/687PTM,36,AR,RM,Top-up to target,1
59/687PTM,39,AR,TV,Fill required run,1
59/687PTM,37,AR,VR,Fill required run,1
59/687PTM,37,AR,VR,Top-up to target,1
59/687PTM,38,AR,VR,Top-up to target,1
59/687PTM,39,AR,VR,Top-up to target,1
59/687PTM,40,AR,VR,Top-up to target,1
59/687PTM,37,CA,ME2,Fill required run,1
59/687PTM,38,CA,ME2,Fill required run,1
59/687PTM,39,CA,ME2,Fill required run,1
59/687PTM,36,LN,AR,Fill required run,1
59/687PTM,38,LN,AR,Top-up to target,1
59/687PTM,40,LN,AR,Top-up to target,1
59/687PTM,37,LN,CA,Fill required run,1
59/687PTM,37,LN,CA,Top-up to target,1
59/687PTM,38,LN,CA,Fill required run,1
59/687PTM,39,LN,CA,Fill required run,1
59/687PTM,35,LN,EU,Top-up to target,1
59/687PTM,37,ME2,TV,Fill required run,1
59/687PTM,38,ME2,TV,Fill required run,1
59/687PTM,37,NV,LN,Top-up to target,1
59/687PTM,38,NV,LN,Top-up to target,1
59/687PTM,39,NV,LN,Top-up to target,1
59/687PTM,37,OR,RM,Top-up to target,1
59/687PTM,38,OR,RM,Top-up to target,1
59/687PTM,40,OR,RM,Fill required run,1
59/687PTM,40,PD,AR,Fill required run,1
59/687PTM,36,PD,EU,Fill required run,1
59/687PTM,37,PD,EU,Top-up to target,1
59/687PTM,38,PD,EU,Fill required run,1
59/687PTM,37,PM,AR,Top-up to target,1
59/687PTM,36,PM,EU,Top-up to target,1
59/687PTM,38,PM,EU,Top-up to target,1
59/687PTM,37,RI,BO,Fill required run,1
59/687PTM,40,RI,BO,Fill required run,1
59/687PTM,39,RI,RM,Top-up to target,1
59/687PTM,36,RM,BO,Fill required run,1
59/687PTM,36,RM,BO,Top-up to target,1
59/687PTM,37,RM,BO,Top-up to target,1
59/687PTM,38,RM,BO,Top-up to target,1
59/687PTM,39,RM,BO,Top-up to target,1
59/687PTM,40,RM,BO,Top-up to target,1
59/687PTM,37,RM,CO,Top-up to target,1
59/687PTM,38,RM,CO,Top-up to target,1
59/687PTM,39,SC,EU,Top-up to target,1
59/687PTM,40,SC,EU,Top-up to target,1
59/687PTM,39,SM,AR,Top-up to target,1
59/687PTM,36,VR,AR,Top-up to target,1
59/687PTM,40,VR,LN,Top-up to target,1
59/687PTM,37,VR,NV,Fill required run,1
59/687PTM,37,VR,NV,Top-up to target,1
59/687PTM,38,VR,NV,Fill required run,1
59/687PTM,39,VR,NV,Fill required run,1
59/695CTM,37,OR,EU,Top-up to target,1
59/695CTM,36,OR,RM,Fill required run,1
